inf,imm
0,0
102,0
106,0
109,0
112,0
118,0
119,0
125,0
129,1
133,1
134,2
140,2
145,2
150,2
153,2
158,2
161,2
167,3
171,4
181,4
184,5
189,5
194,5
198,6
203,6
205,6
209,6
211,6
214,6
223,6
227,6
230,6
234,6
239,6
247,6
252,7
258,7
266,8
270,8
275,9
282,9
291,9
295,10
302,10
310,10
323,10
326,10
332,11
335,11
341,11
353,12
359,12
363,12
368,12
380,12
386,12
400,12
412,12
418,13
422,14
431,14
437,14
444,15
453,15
457,15
466,15
471,15
477,15
482,15
491,15
501,15
506,16
514,18
517,19
527,19
537,19
543,20
545,20
545,21
550,22
553,22
561,22
563,25
573,26
579,28
591,28
596,30
605,30
612,30
616,30
623,31
630,33
637,34
644,34
649,34
656,35
662,35
667,35
677,35
682,36
689,37
691,37
694,38
699,39
700,41
706,41
707,43
711,44
714,44
716,44
720,45
724,46
726,48
728,48
730,50
731,51
733,56
737,57
738,58
740,59
743,60
750,61
752,62
754,63
757,64
760,64
765,64
771,64
775,65
778,66
783,67
788,67
789,69
789,71
792,71
796,71
799,72
802,72
804,73
808,74
812,74
817,74
819,74
821,74
825,74
825,76
826,76
825,78
828,78
826,81
828,81
828,81
831,81
831,82
836,82
835,83
835,84
836,84
837,85
839,86
840,87
841,89
841,89
842,89
843,90
845,91
847,91
850,92
850,92
851,92
851,92
851,92
853,92
852,94
855,94
857,94
860,94
862,94
863,94
863,95
864,95
863,96
864,96
861,99
863,99
864,99
864,99
865,99
866,99
866,99
868,99
869,99
869,99
869,100
871,101
871,102
871,103
870,104
869,105
870,107
872,107
872,107
872,107
871,108
871,109
870,110
870,111
870,111
871,111
870,112
870,113
869,115
869,115
869,115
868,116
869,116
869,116
868,117
868,118
868,118
869,118
870,118
870,119
869,120
869,120
867,122
867,123
866,124
863,127
863,127
860,130
862,130
863,130
863,130
863,130
865,130
865,130
865,130
863,132
861,134
860,135
859,136
858,137
858,137
857,138
857,138
857,138
857,139
857,139
857,139
856,140
855,141
855,141
854,142
853,143
852,144
851,145
850,146
848,148
849,148
848,149
846,151
845,152
845,153
845,153
842,156
842,156
841,157
839,159
838,160
837,161
835,163
833,165
832,166
831,167
830,168
830,168
828,170
828,170
826,172
825,173
824,174
823,175
820,178
819,179
818,180
817,181
817,181
817,181
817,181
817,181
816,182
816,182
815,183
813,185
812,186
811,187
811,187
810,189
809,190
807,192
806,193
805,194
803,196
800,199
799,200
797,202
797,202
797,202
797,202
797,202
797,202
795,204
794,205
794,205
794,205
794,205
794,205
794,205
793,206
792,207
791,208
788,211
787,212
787,212
784,215
784,215
783,216
781,218
781,218
781,218
781,218
781,218
778,221
778,221
777,222
777,222
777,222
776,223
776,223
775,224
773,226
773,226
770,229
770,229
769,230
769,230
768,231
768,231
767,232
767,232
765,234
763,236
763,236
763,236
763,236
762,237
761,238
761,238
759,240
759,240
758,241
758,241
758,241
758,241
757,242
755,244
753,246
752,247
750,249
750,249
750,249
750,249
749,250
747,252
747,252
746,253
745,254
745,254
743,256
743,256
742,257
742,257
742,257
742,257
742,257
742,257
742,257
742,257
741,258
741,258
741,258
738,261
738,261
736,263
736,263
735,264
735,264
735,264
735,264
732,267
732,267
732,267
729,270
728,271
727,272
726,273
726,273
726,273
726,273
726,273
724,275
